cve_id,compilers,published,last_modified,vulnerability_status,severity,cvss_score,cvss_vector,cwes,affected_products,references,description,source_identifier,matched_queries,collected_at
CVE-2026-24220,TensorRT,2026-07-14T21:16:43.773,2026-07-15T16:23:03.437,Undergoing Analysis,MEDIUM,6.4,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,CWE-502,,https://nvd.nist.gov/vuln/detail/CVE-2026-24220;https://www.cve.org/CVERecord?id=CVE-2026-24220,"NVIDIA TensorRT-LLM for any platform contains a vulnerability in visual gen server, where an attacker could cause an unsafe deserialization by unauthorized zeroMQ deserialization. A successful exploit of this vulnerability might lead to code execution.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24226,TensorRT,2026-07-14T21:16:43.880,2026-07-15T18:20:21.237,Deferred,MEDIUM,6.3,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H,CWE-829,,https://nvd.nist.gov/vuln/detail/CVE-2026-24226;https://www.cve.org/CVERecord?id=CVE-2026-24226,"NVIDIA TensorRT-LLM for Linux contains a vulnerability where an attacker could cause improper control of code generation. A successful exploit of this vulnerability might lead to code execution, data tampering, and information disclosure.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24227,TensorRT,2026-07-14T21:16:43.983,2026-07-17T03:31:06.200,Analyzed,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,cpe:2.3:a:nvidia:tensorrt:*:*:*:*:*:*:*:*,https://nvd.nist.gov/vuln/detail/CVE-2026-24227;https://nvidia.custhelp.com/app/answers/detail/a_id/5855;https://www.cve.org/CVERecord?id=CVE-2026-24227,NVIDIA TensorRT for contains a vulnerability where a user might cause a deserialization of untrusted data. A successful exploit of this vulnerability might lead to code execution.,psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24229,TensorRT,2026-07-14T21:16:44.087,2026-07-15T18:20:21.237,Deferred,HIGH,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,CWE-306,,https://nvd.nist.gov/vuln/detail/CVE-2026-24229;https://www.cve.org/CVERecord?id=CVE-2026-24229,"NVIDIA TensorRT-LLM for Linux contains a vulnerability in the disaggregated orchestrator component, where an attacker could read, write, or delete internal cluster state by sending requests to the FastAPI server. A successful exploit of this vulnerability might lead to information disclosure, data tampering, and denial of service.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24233,TensorRT,2026-07-14T21:16:44.187,2026-07-15T18:20:21.237,Deferred,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,,https://nvd.nist.gov/vuln/detail/CVE-2026-24233;https://www.cve.org/CVERecord?id=CVE-2026-24233,"NVIDIA TensorRT-LLM for Linux contains a vulnerability in the restricted unpickler used for model weight deserialization, where a local, unauthenticated attacker could cause deserialization of untrusted data. A successful exploit of this vulnerability might lead to code execution, escalation of privileges, data tampering, and information disclosure.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24234,TensorRT,2026-07-14T21:16:44.293,2026-07-15T18:20:21.237,Deferred,MEDIUM,6.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:L,CWE-918,,https://nvd.nist.gov/vuln/detail/CVE-2026-24234;https://www.cve.org/CVERecord?id=CVE-2026-24234,"NVIDIA TensorRT-LLM for Linux contains a vulnerability in the multimodal media fetching functions, where a network-accessible attacker could cause server-side request forgery. A successful exploit of this vulnerability might lead to denial of service and information disclosure.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24238,TensorRT,2026-07-14T21:16:44.397,2026-07-17T03:30:48.813,Analyzed,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-129,cpe:2.3:a:nvidia:tensorrt:*:*:*:*:*:*:*:*,https://nvd.nist.gov/vuln/detail/CVE-2026-24238;https://nvidia.custhelp.com/app/answers/detail/a_id/5855;https://www.cve.org/CVERecord?id=CVE-2026-24238,NVIDIA TensorRT for contains a vulnerability where an attacker might cause an improper validation of array index. A successful exploit of this vulnerability might lead to code execution.,psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24259,TensorRT,2026-07-14T21:16:44.510,2026-07-15T18:20:21.237,Deferred,MEDIUM,6.4,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,CWE-306,,https://nvd.nist.gov/vuln/detail/CVE-2026-24259;https://www.cve.org/CVERecord?id=CVE-2026-24259,"NVIDIA TensorRT-LLM for Linux contains a vulnerability where an attacker could cause missing authentication for a critical function. A successful exploit of this vulnerability might lead to code execution, data tampering, and information disclosure.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24268,TensorRT,2026-07-14T21:16:44.610,2026-07-17T03:30:25.633,Analyzed,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-122,cpe:2.3:a:nvidia:tensorrt:*:*:*:*:*:*:*:*,https://nvd.nist.gov/vuln/detail/CVE-2026-24268;https://nvidia.custhelp.com/app/answers/detail/a_id/5855;https://www.cve.org/CVERecord?id=CVE-2026-24268,NVIDIA TensorRT contains a vulnerability where an attacker might cause a heap-based buffer overflow. A successful exploit of this vulnerability might lead to code execution.,psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24271,TensorRT,2026-07-14T21:16:44.717,2026-07-15T18:20:21.237,Deferred,MEDIUM,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-770,,https://nvd.nist.gov/vuln/detail/CVE-2026-24271;https://www.cve.org/CVERecord?id=CVE-2026-24271,"NVIDIA TensorRT-LLM contains a vulnerability in the OpenAI-compatible inference API, where an attacker could cause allocation of GPU resources without limits or throttling. A successful exploit of this vulnerability might lead to denial of service.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-24272,TensorRT,2026-07-14T21:16:44.817,2026-07-17T03:28:54.453,Analyzed,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-122,cpe:2.3:a:nvidia:tensorrt:*:*:*:*:*:*:*:*,https://nvd.nist.gov/vuln/detail/CVE-2026-24272;https://nvidia.custhelp.com/app/answers/detail/a_id/5855;https://www.cve.org/CVERecord?id=CVE-2026-24272,NVIDIA TensorRT contains a vulnerability where an attacker might cause an overflow to a heap-based buffer. A successful exploit of this vulnerability might lead to code execution.,psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-31765,ROCm,2026-05-01T15:16:39.633,2026-06-17T10:34:25.330,Analyzed,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-476,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:7.0:rc1:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:7.0:rc2:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:7.0:rc3:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:7.0:rc4:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:7.0:rc5:*:*:*:*:*:*;cpe:2.3:o:linux:linux_kernel:7.0:rc6:*:*:*:*:*:*,https://git.kernel.org/stable/c/4487571ef17a30d274600b3bd6965f497a881299;https://git.kernel.org/stable/c/6b2614a0ff05a2d2836311425091c8feca6f0c21;https://git.kernel.org/stable/c/77c918eaa4c916751769242567407f61c6af142a;https://git.kernel.org/stable/c/d3508cf822c4d96d3e492210314f8f6f2da7df58,"In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu: Change AMDGPU_VA_RESERVED_TRAP_SIZE to 64KB Currently, AMDGPU_VA_RESERVED_TRAP_SIZE is hardcoded to 8KB, while KFD_CWSR_TBA_TMA_SIZE is defined as 2 * PAGE_SIZE. On systems with 4K pages, both values match (8KB), so allocation and reserved space are consistent. However, on 64K page-size systems, KFD_CWSR_TBA_TMA_SIZE becomes 128KB, while the reserved trap area remains 8KB. This mismatch causes the kernel to crash when running rocminfo or rccl unit tests. Kernel attempted to read user page (2) - exploit attempt? (uid: 1001) BUG: Kernel NULL pointer dereference on read at 0x00000002 Faulting instruction address: 0xc0000000002c8a64 Oops: Kernel access of bad area, sig: 11 [#1] LE PAGE_SIZE=64K MMU=Radix SMP NR_CPUS=2048 NUMA pSeries CPU: 34 UID: 1001 PID: 9379 Comm: rocminfo Tainted: G E 6.19.0-rc4-amdgpu-00320-gf23176405700 #56 VOLUNTARY Tainted: [E]=UNSIGNED_MODULE Hardware name: IBM,9105-42A POWER10 (architected) 0x800200 0xf000006 of:IBM,FW1060.30 (ML1060_896) hv:phyp pSeries NIP: c0000000002c8a64 LR: c00000000125dbc8 CTR: c00000000125e730 REGS: c0000001e0957580 TRAP: 0300 Tainted: G E MSR: 8000000000009033 <SF,EE,ME,IR,DR,RI,LE> CR: 24008268 XER: 00000036 CFAR: c00000000125dbc4 DAR: 0000000000000002 DSISR: 40000000 IRQMASK: 1 GPR00: c00000000125d908 c0000001e0957820 c0000000016e8100 c00000013d814540 GPR04: 0000000000000002 c00000013d814550 0000000000000045 0000000000000000 GPR08: c00000013444d000 c00000013d814538 c00000013d814538 0000000084002268 GPR12: c00000000125e730 c000007e2ffd5f00 ffffffffffffffff 0000000000020000 GPR16: 0000000000000000 0000000000000002 c00000015f653000 0000000000000000 GPR20: c000000138662400 c00000013d814540 0000000000000000 c00000013d814500 GPR24: 0000000000000000 0000000000000002 c0000001e0957888 c0000001e0957878 GPR28: c00000013d814548 0000000000000000 c00000013d814540 c0000001e0957888 NIP [c0000000002c8a64] __mutex_add_waiter+0x24/0xc0 LR [c00000000125dbc8] __mutex_lock.constprop.0+0x318/0xd00 Call Trace: 0xc0000001e0957890 (unreliable) __mutex_lock.constprop.0+0x58/0xd00 amdgpu_amdkfd_gpuvm_alloc_memory_of_gpu+0x6fc/0xb60 [amdgpu] kfd_process_alloc_gpuvm+0x54/0x1f0 [amdgpu] kfd_process_device_init_cwsr_dgpu+0xa4/0x1a0 [amdgpu] kfd_process_device_init_vm+0xd8/0x2e0 [amdgpu] kfd_ioctl_acquire_vm+0xd0/0x130 [amdgpu] kfd_ioctl+0x514/0x670 [amdgpu] sys_ioctl+0x134/0x180 system_call_exception+0x114/0x300 system_call_vectored_common+0x15c/0x2ec This patch changes AMDGPU_VA_RESERVED_TRAP_SIZE to 64 KB and KFD_CWSR_TBA_TMA_SIZE to the AMD GPU page size. This means we reserve 64 KB for the trap in the address space, but only allocate 8 KB within it. With this approach, the allocation size never exceeds the reserved area. (cherry picked from commit 31b8de5e55666f26ea7ece5f412b83eab3f56dbb)",416baaa9-dc9f-4396-8d5f-8c081fb06d67,ROCm,2026-09-21T18:43:55.486544+00:00
CVE-2026-39688,Glow,2026-04-08T09:16:40.790,2026-07-24T20:10:00.147,Deferred,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-862,,https://patchstack.com/database/Wordpress/Plugin/wp-front-end-profile/vulnerability/wordpress-wp-frontend-profile-plugin-1-3-9-broken-access-control-vulnerability?_s_id=cve,Missing Authorization vulnerability in Glowlogix WP Frontend Profile wp-front-end-profile allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects WP Frontend Profile: from n/a through <= 1.3.9.,audit@patchstack.com,Glow,2026-09-21T18:43:55.486544+00:00
CVE-2026-47470,TensorRT,2026-07-14T21:16:56.123,2026-07-15T18:20:21.237,Deferred,MEDIUM,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-20,,https://nvd.nist.gov/vuln/detail/CVE-2026-47470;https://www.cve.org/CVERecord?id=CVE-2026-47470,"NVIDIA TensorRT-LLM for any platform contains a vulnerability in the gRPC server chat API endpoint, where an attacker could cause CWE-20 by local attack. A successful exploit of this vulnerability might lead to denial of service.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-47471,TensorRT,2026-07-14T21:16:56.230,2026-07-15T18:20:21.237,Deferred,HIGH,7.5,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-122,,https://nvd.nist.gov/vuln/detail/CVE-2026-47471;https://www.cve.org/CVERecord?id=CVE-2026-47471,"NVIDIA TensorRT-LLM for any platform contains a vulnerability in tensor deserialization, where an attacker could cause a heap based buffer overflow. A successful exploit of this vulnerability might lead to information disclosure, data tampering, or denial of service.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-47472,TensorRT,2026-07-14T21:16:56.333,2026-07-15T18:20:21.237,Deferred,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-502,,https://nvd.nist.gov/vuln/detail/CVE-2026-47472;https://www.cve.org/CVERecord?id=CVE-2026-47472,"NVIDIA TensorRT-LLM contains a vulnerability in its inter-process communication layer where an attacker with local same-user access could cause deserialization. A successful exploit of this vulnerability might lead to code execution, information disclosure, data tampering, and denial of service.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-47473,TensorRT,2026-07-14T21:16:56.440,2026-07-15T18:20:21.237,Deferred,HIGH,7.4,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-123,,https://nvd.nist.gov/vuln/detail/CVE-2026-47473;https://www.cve.org/CVERecord?id=CVE-2026-47473,"NVIDIA TensorRT-LLM contains a vulnerability where an attacker could cause a write-what-where condition. A successful exploit of this vulnerability might lead to data tampering, denial of service, and information disclosure.",psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-47475,TensorRT,2026-07-14T21:16:56.547,2026-07-15T18:20:21.237,Deferred,MEDIUM,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-617,,https://nvd.nist.gov/vuln/detail/CVE-2026-47475;https://www.cve.org/CVERecord?id=CVE-2026-47475,NVIDIA TensorRT-LLM contains a vulnerability in the OpenAI-compatible inference API where an attacker could trigger a reachable assertion in the sampler thread. A successful exploit of this vulnerability might lead to denial of service.,psirt@nvidia.com,NVIDIA TensorRT;TensorRT,2026-09-21T18:43:55.486544+00:00
CVE-2026-49121,ROCm,2026-06-01T19:16:54.180,2026-07-22T08:10:00.117,Modified,CRITICAL,9.2,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,CWE-502,cpe:2.3:a:amd:aiter:*:*:*:*:*:*:*:*,https://github.com/ROCm/aiter/issues/3076;https://github.com/ROCm/aiter/pull/3170;https://www.vulncheck.com/advisories/ai-tensor-engine-for-rocm-aiter-unauthenticated-rce-via-messagequeue-recv-pickle-deserialization;https://access.redhat.com/security/cve/CVE-2026-49121;https://bugzilla.redhat.com/show_bug.cgi?id=2483882;https://security.access.redhat.com/data/csaf/v2/vex/2026/cve-2026-49121.json,"AI Tensor Engine for ROCm (AITER) through 0.1.14 contains an unauthenticated remote code execution vulnerability in the MessageQueue.recv() function within shm_broadcast.py that allows unauthenticated remote attackers to execute arbitrary code by sending a malicious pickle payload to a ZMQ SUB socket with no authentication, HMAC, or format validation. Attackers who can reach the writer XPUB endpoint on the cluster network or supply a forged Handle with an attacker-controlled remote_subscribe_addr can deliver a crafted pickle payload that executes arbitrary code simultaneously as the inference worker process on every remote reader worker.",disclosure@vulncheck.com,ROCm,2026-09-21T18:43:55.486544+00:00
CVE-2026-90269,XLA,2026-09-17T17:17:23.460,2026-09-17T17:17:23.460,Received,,,,,,https://git.kernel.org/stable/c/5f8ade6e9b7931fc9697394f1b2c4ae833f5ac18;https://git.kernel.org/stable/c/7db0a00445f1a40bacfe9b747405c11cb5f10fc9;https://git.kernel.org/stable/c/c4c8de3bf48d3756ab0f910fe5cc4937d70efdcd,"In the Linux kernel, the following vulnerability has been resolved: bpf: Reject load-acquire from pointers requiring fault protection A BPF_LOAD_ACQ is not rewritten to a BPF_PROBE_MEM load by the verifier, unlike a regular BPF_LDX, so the JIT emits a plain load with no exception table entry and a fault panics the kernel instead of being handled. Reject the source pointer types that a BPF_LDX would have had that fault protection applied to, i.e. the ones bpf_convert_ctx_accesses() turns into BPF_PROBE_MEM: a bare PTR_TO_BTF_ID, PTR_TO_BTF_ID | PTR_UNTRUSTED, PTR_TO_BTF_ID | MEM_ALLOC | PTR_UNTRUSTED and PTR_TO_MEM | MEM_RDONLY | PTR_UNTRUSTED. This is reachable e.g. by loading ->mm out of a trusted task_struct yields an untrusted pointer to mm_struct, and it is NULL for a kernel thread: [...] SEC(""tp_btf/sched_switch"") int BPF_PROG(demo, bool preempt, struct task_struct *prev, struct task_struct *next) { struct mm_struct *mm = next->mm; /* untrusted */ out_ldx = (__u64)mm->pgd; /* BPF_LDX */ out_acq = load_acquire(&mm->pgd); /* BPF_LOAD_ACQ */ return 0; } [...] Both dereference the same pointer, but only the BPF_LDX is protected (x86-64 JIT, jump targets shown prog-relative): [...] ; out_ldx = (__u64)mm->pgd; 17: movq $-10485760, %r10 1e: movq %rsi, %r11 21: addq $184, %r11 28: subq %r10, %r11 2b: movabsq $140737498841088, %r10 35: cmpq %r10, %r11 38: ja 0x3e <-- kernel addr? 3a: xorl %edi, %edi <-- no: dst = 0, skip the load 3c: jmp 0x45 3e: movq 184(%rsi), %rdi <-- yes: load + extable entry [...] ; load_acquire(&mm->pgd) 53: movq %rsi, %rdi 56: movq 184(%rdi), %rax <-- no check, no extable entry [...] Note that BPF_PROBE_MEM is not visible in a bpftool xlated dump, as bpf_insn_prepare_dump() rewrites it back to BPF_MEM. A PTR_TRUSTED pointer is deliberately not on the list. Such a load is not converted either, but it does not need to be, since the pointer is guaranteed live, so load-acquire from it stays allowed. The check is gated on BPF_LOAD_ACQ so that atomic RMW and store-release error messages are unchanged; writes (RMW / store-release) to such pointers are already rejected elsewhere, so only load-acquire needs this.",416baaa9-dc9f-4396-8d5f-8c081fb06d67,XLA,2026-09-21T18:43:55.486544+00:00
